country,total_cases,total_deaths,total_recovered,active_cases,total_test,population
CAR,0.0001474420686935122,9.974093835921743e-05,0.00015001562481818624,5.021630444885415e-06,7.009114458655463e-05,0.0035664472291858703
Gambia,0.00012074260666751787,0.00032835069973122905,0.0001202987138755837,2.282559293129734e-06,0.00013423143080796052,0.0018188711812522
Saint Martin,0.00011735478851684354,5.560777979319202e-05,1.3807359152673852e-05,0.0009834178458520146,9.689501083630012e-05,2.824477640692798e-05
Vanuatu,0.00011525299765282746,1.2357284398487115e-05,0.00011819652123832884,2.1912569214045446e-06,2.1534140615467174e-05,0.00022879619634015718
Greenland,0.00011484031725486995,1.8535926597730674e-05,2.7249548692303435e-05,0.000838977493782765,0.00014219809717915354,4.050313733279405e-05
Yemen,0.00011459078957238402,0.0019056697868809773,9.004885268691653e-05,6.044217008207535e-05,0.00028417202409245103,0.02214855908388067
Caribbean Netherlands,0.00011186517950215312,3.354120051017931e-05,0.00010339234773653415,0.00010472382036879219,2.5974436266077997e-05,1.8943834807838154e-05
Sint Maarten,0.00010561739022144775,7.855702224752523e-05,0.00010762634135804744,1.4608379476030296e-06,5.3504269299865104e-05,3.1256225509866484e-05
Eritrea,9.77380737860267e-05,9.091430664601235e-05,9.954326262606753e-05,0.0,2.0427946572800437e-05,0.0026035555733101823
Niger,9.526199139828173e-05,0.00027539090945199855,8.773940162063656e-05,6.655942898766304e-05,0.00021946096588644232,0.018543346201216487
St. Vincent Grenadines,9.194135377750746e-05,0.00010856757007242251,9.330577085731136e-05,7.304189738015148e-07,9.786239175280213e-05,7.930362579836957e-05
Antigua and Barbuda,8.734428608863208e-05,0.0001288688230127942,8.837104635671313e-05,5.478142303511362e-07,1.629631613440683e-05,7.07427499490812e-05
Comoros,8.625020317311685e-05,0.00014210877058260183,8.711762633356119e-05,3.652094869007574e-07,0.0,0.0006451005980971099
Guinea-Bissau,8.581832833804505e-05,0.00015534871815240945,8.542995055435659e-05,1.0499772748396776e-05,0.00012521719954055544,0.0014668849625077715
Liberia,7.732478991496634e-05,0.00025950297236822944,7.664614094329173e-05,1.826047434503787e-07,0.0001205553202040792,0.0037715037371656816
Sierra Leone,7.44264299107067e-05,0.00011121555958638404,0.0,0.0,0.00022413405373621138,0.00590519576034375
Chad,7.338993030653439e-05,0.00017123665523617859,4.810369443183156e-05,0.0002359253285378893,0.0001649729339968011,0.012379629336626048
British Virgin Islands,7.005969546720297e-05,5.6490442964512526e-05,0.0,0.0,9.254696987202238e-05,2.1751250413953397e-05
Cook Islands,6.723811321140055e-05,1.7653263426410164e-06,6.901705686536687e-05,1.4608379476030296e-06,1.6976586671947013e-05,1.2491542065092663e-05
Saint Kitts and Nevis,6.321687863595424e-05,4.060250588074338e-05,6.451658812082128e-05,8.217213455267042e-07,0.00010941492018436221,3.8297869363645034e-05
Turks and Caicos,6.254507333695366e-05,3.354120051017931e-05,6.366781550671839e-05,3.0129782669312487e-06,0.0005272545006468127,2.825259650610936e-05
Sao Tome and Principe,6.02225464461231e-05,6.796506419167913e-05,6.121032270542047e-05,9.130237172518935e-08,2.503464553614289e-05,0.0001618611237743004
Palau,5.7400964190320676e-05,7.943968541884574e-06,5.897982723115007e-05,9.130237172518935e-08,5.933614498544406e-05,1.2962169852190229e-05
St. Barth,5.196893848697316e-05,5.295979027923049e-06,0.0,0.0,6.780805664814346e-05,7.070080578074471e-06
Kiribati,4.801488444142691e-05,1.5887937083769148e-05,2.667712065023404e-05,0.00020880852413550805,0.0,8.774080189697066e-05
Nauru,4.4300760859809435e-05,8.826631713205082e-07,4.54882904465145e-05,1.0043260889770828e-06,1.768272300939367e-05,7.751140124961887e-06
Anguilla,3.741955515433211e-05,1.0591958055846098e-05,3.828359267564108e-05,1.1869308324274616e-06,4.430121769314279e-05,1.0827282775673625e-05
Macao,3.342711223455725e-05,0.00010591958055846099,3.313174029701653e-05,1.0043260889770828e-06,6.768217642193198e-06,0.0004745307275071824
